DATE,CODE,NAME,WEBSITE LINK,DAY'S TRADING Low,DAY'S TRADING High,DAY'S TRADING VWAP Price,Previous DAY'S VWAP Price,Change,Change Percent,Volume of Shares Traded,VWAP Adjusted Price for bonus issues and share splits
28-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,15.6,15.6,15.6,15.6,0,0.00%,-,
28-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.28,0.28,0.28,0.28,0,0.00%,2600,
28-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,6.4,6.4,6.4,6.28,0.12,1.91%,1700,
28-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
28-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,45.25,46,45.7,45.85,-0.15,-0.33%,3200,
28-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,40,0,0.00%,-,
28-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.31,1.4,1.4,1.31,0.09,6.87%,8200,
28-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,10.15,10.5,10.2,11.25,-1.05,-9.33%,1200,
28-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,4.95,5.5,5.12,4.93,0.19,3.85%,902300,
28-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
28-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
28-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.5,1.66,1.51,1.59,-0.08,-5.03%,1772200,
28-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,23.8,23.8,23.8,24.1,-0.3,-1.24%,1000,
28-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,7,7.12,7.04,7.12,-0.08,-1.12%,800,
28-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.4,7.5,7.46,7.42,0.04,0.54%,22200,
28-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.06,2.15,2.13,2.14,-0.01,-0.47%,44600,
28-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,280,280,280,278.5,1.5,0.54%,1200,
28-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.45,2.5,2.5,2.49,0.01,0.40%,8018700,
28-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.5,7.5,7.5,7.44,0.06,0.81%,4000,
28-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,13.5,13.5,13.5,13.5,0,0.00%,-,
28-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,17,17.45,17.05,17,0.05,0.29%,166200,
28-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.37,0.41,0.38,0.38,0,0.00%,79200,
28-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
28-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.3,2.4,2.31,2.4,-0.09,-3.75%,7900,
28-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.43,1.43,1.43,1.43,0,0.00%,-,
28-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.4,8.6,8.4,8.4,0,0.00%,7700,
28-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,58,58,58,58,0,0.00%,-,
28-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,405,407.5,406,405,1,0.25%,800,
28-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.7,12,11.75,11.55,0.2,1.73%,21600,
28-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,150,152,150.75,148.5,2.25,1.52%,7800,
28-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.36,1.36,1.36,1.35,0.01,0.74%,400,
28-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
28-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,32,32,32,32,0,0.00%,100,
28-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,35.5,36.5,36.2,36.4,-0.2,-0.55%,4469900,
28-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.16,6.2,6.18,6.18,0,0.00%,1700,
28-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
28-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,176.43,177.98,177.05,176.96,0.09,0.05%,-,
28-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,199.51,202.27,201.37,201.76,-0.39,-0.19%,-,
28-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1888.74,1888.74,1888.74,1889.74,-1,-0.05%,-,
28-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3445.65,3445.65,3445.65,3450.04,-4.39,-0.13%,-,
28-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,156.56,156.56,156.56,156.95,-0.39,-0.25%,-,
28-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1776.78,1776.78,1776.78,1777.75,-0.97,-0.05%,-,
28-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1388.84,1388.84,1388.84,1389.35,-0.51,-0.04%,-,
29-01-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.85,13.85,13.85,13.85,0,0.00%,-,
29-01-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
29-01-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,-,
29-01-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
29-01-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,17.85,17.85,17.85,17.85,0,0.00%,-,
29-01-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,137,137,137,137,0,0.00%,700,
29-01-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,22,22,22,22,0,0.00%,-,
29-01-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,9.14,9.38,9.32,9.14,0.18,1.97%,20200,
29-01-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,18.5,18.5,18.5,18.5,0,0.00%,-,
29-01-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.5,12.7,12.6,12.6,0,0.00%,53500,
29-01-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,76,76,76,75,1,1.33%,500,
29-01-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,36.35,36.8,36.5,36.5,0,0.00%,6281500,
29-01-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.8,3.95,3.86,3.84,0.02,0.52%,21400,
29-01-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,47,47,47,46.5,0.5,1.08%,1900,
29-01-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,35.75,35.95,35.85,35.9,-0.05,-0.14%,3843900,
29-01-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
29-01-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24.75,24.75,24.75,24.75,0,0.00%,100,
29-01-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,79.75,80,80,79.75,0.25,0.31%,11400,
29-01-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,137.5,139,138.5,138.5,0,0.00%,2600,
29-01-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
29-01-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.03,1.05,1.04,1.05,-0.01,-0.95%,3100,
29-01-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.7,3.7,3.7,3.71,-0.01,-0.27%,800,
29-01-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
29-01-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.4,4.79,4.71,4.77,-0.06,-1.26%,900,
29-01-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,5.14,5.66,5.58,5.62,-0.04,-0.71%,1200,
29-01-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,14.5,15,14.9,14.75,0.15,1.02%,46500,
29-01-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,3,3,3,3,0,0.00%,100,
29-01-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,20.5,20.5,20.5,20.5,0,0.00%,-,
29-01-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,15.65,15.65,15.65,15.6,0.05,0.32%,1000,
29-01-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.27,0.28,0.28,0.28,0,0.00%,31700,
29-01-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,6.3,6.4,6.3,6.4,-0.1,-1.56%,34900,
29-01-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
29-01-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,42,45.9,42.05,45.7,-3.65,-7.99%,390800,
29-01-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,40,0,0.00%,100,
29-01-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.39,1.43,1.4,1.4,0,0.00%,35000,
29-01-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,10.2,10.2,10.2,10.2,0,0.00%,-,
29-01-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,5,5.36,5.18,5.12,0.06,1.17%,240100,
29-01-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
29-01-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
29-01-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.5,1.62,1.5,1.51,-0.01,-0.66%,7280600,
29-01-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,23.75,24,23.8,23.8,0,0.00%,1300,
29-01-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.4,6.9,6.66,7.04,-0.38,-5.40%,200,
29-01-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.3,7.56,7.46,7.46,0,0.00%,37500,
29-01-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.05,2.15,2.07,2.13,-0.06,-2.82%,103600,
29-01-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,280,280,280,280,0,0.00%,400,
29-01-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.41,2.5,2.47,2.5,-0.03,-1.20%,82800,
29-01-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.5,7.5,7.5,7.5,0,0.00%,600,
29-01-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,13,13,13,13.5,-0.5,-3.70%,13000,
29-01-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16.9,17.1,17.05,17.05,0,0.00%,26300,
29-01-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.35,0.4,0.36,0.38,-0.02,-5.26%,194200,
29-01-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
29-01-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.4,2.4,2.4,2.31,0.09,3.90%,200,
29-01-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.29,1.43,1.39,1.43,-0.04,-2.80%,1500,
29-01-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.4,8.66,8.44,8.4,0.04,0.48%,7700,
29-01-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,58,58,58,58,0,0.00%,-,
29-01-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,405,407,406.25,406,0.25,0.06%,62800,
29-01-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,12,12,12,11.75,0.25,2.13%,2200,
29-01-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,149,152,149.75,150.75,-1,-0.66%,396200,
29-01-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.23,1.35,1.28,1.36,-0.08,-5.88%,1400,
29-01-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
29-01-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,32,32,32,32,0,0.00%,-,
29-01-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,35.5,36.25,35.85,36.2,-0.35,-0.97%,3596400,
29-01-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.2,6.2,6.2,6.18,0.02,0.32%,2400,
29-01-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
29-01-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,176.17,177.95,176.68,177.05,-0.37,-0.21%,-,
29-01-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,199.2,201.98,200.26,201.37,-1.11,-0.55%,-,
29-01-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1881.91,1881.91,1881.91,1888.74,-6.83,-0.36%,-,
29-01-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3434.52,3434.52,3434.52,3445.65,-11.13,-0.32%,-,
29-01-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,155.59,155.59,155.59,156.56,-0.97,-0.62%,-,
29-01-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1772.28,1772.28,1772.28,1776.78,-4.5,-0.25%,-,
29-01-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1385.33,1385.33,1385.33,1388.84,-3.51,-0.25%,-,
01-02-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.85,13.85,13.85,13.85,0,0.00%,-,
01-02-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
01-02-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,-,
01-02-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
01-02-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,16.6,17.8,17,17.85,-0.85,-4.76%,2900,
01-02-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,135.75,135.75,135.75,137,-1.25,-0.91%,200,
01-02-21,CGEN,Car and General (K) Ltd,https://live.mystocks.co.ke/stock=CGEN,22,22,22,22,0,0.00%,-,
01-02-21,ABSA,ABSA Bank Kenya Plc,https://live.mystocks.co.ke/stock=ABSA,8.9,9.36,9.04,9.32,-0.28,-3.00%,173200,
01-02-21,BKG,BK Group Plc,https://live.mystocks.co.ke/stock=BKG,18.5,18.5,18.5,18.5,0,0.00%,-,
01-02-21,COOP,Co-operative Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=COOP,12.5,12.8,12.5,12.6,-0.1,-0.79%,2772800,
01-02-21,DTK,Diamond Trust Bank Kenya Ltd,https://live.mystocks.co.ke/stock=DTK,70,73.5,70,76,-6,-7.89%,7200,
01-02-21,EQTY,Equity Group Holdings Plc,https://live.mystocks.co.ke/stock=EQTY,36.75,37.4,37.2,36.5,0.7,1.92%,1357800,
01-02-21,HFCK,HF Group Ltd,https://live.mystocks.co.ke/stock=HFCK,3.6,3.97,3.74,3.86,-0.12,-3.11%,35700,
01-02-21,IMH,I & M Holdings Plc,https://live.mystocks.co.ke/stock=IMH,44,47,46.3,47,-0.7,-1.49%,12700,
01-02-21,KCB,KCB Group Plc,https://live.mystocks.co.ke/stock=KCB,35.55,36.05,35.75,35.85,-0.1,-0.28%,1209100,
01-02-21,NBK,National Bank of Kenya Ltd,https://live.mystocks.co.ke/stock=NBK,4.12,4.12,4.12,4.12,0,0.00%,-,
01-02-21,NCBA,NCBA Group Plc,https://live.mystocks.co.ke/stock=NCBA,24.75,24.75,24.75,24.75,0,0.00%,6400,
01-02-21,SBIC,Stanbic Holdings Plc,https://live.mystocks.co.ke/stock=SBIC,80,80,80,80,0,0.00%,-,
01-02-21,SCBK,Standard Chartered Bank Kenya Ltd,https://live.mystocks.co.ke/stock=SCBK,138.5,140,139,138.5,0.5,0.36%,3400,
01-02-21,DCON,Deacons (East Africa) Plc,https://live.mystocks.co.ke/stock=DCON,0.45,0.45,0.45,0.45,0,0.00%,-,
01-02-21,EVRD,Eveready East Africa Ltd,https://live.mystocks.co.ke/stock=EVRD,1.03,1.04,1.03,1.04,-0.01,-0.96%,600,
01-02-21,XPRS,Express Kenya Plc,https://live.mystocks.co.ke/stock=XPRS,3.7,3.7,3.7,3.7,0,0.00%,1200,
01-02-21,KQ,Kenya Airways Plc,https://live.mystocks.co.ke/stock=KQ,3.83,3.83,3.83,3.83,0,0.00%,-,
01-02-21,LKL,Longhorn Publishers Plc,https://live.mystocks.co.ke/stock=LKL,4.5,4.79,4.69,4.71,-0.02,-0.42%,300,
01-02-21,NBV,Nairobi Business Ventures Ltd,https://live.mystocks.co.ke/stock=NBV,5.1,5.7,5.66,5.58,0.08,1.43%,63000,
01-02-21,NMG,Nation Media Group Plc,https://live.mystocks.co.ke/stock=NMG,14.5,15,14.55,14.9,-0.35,-2.35%,27300,
01-02-21,SMER,Sameer Africa Plc,https://live.mystocks.co.ke/stock=SMER,2.88,3,2.99,3,-0.01,-0.33%,2100,
01-02-21,SGL,Standard Group Plc,https://live.mystocks.co.ke/stock=SGL,20.5,20.5,20.5,20.5,0,0.00%,-,
01-02-21,TPSE,TPS Eastern Africa (Serena) Ltd,https://live.mystocks.co.ke/stock=TPSE,15.65,15.65,15.65,15.65,0,0.00%,-,
01-02-21,UCHM,Uchumi Supermarket Plc,https://live.mystocks.co.ke/stock=UCHM,0.28,0.29,0.29,0.28,0.01,3.57%,253400,
01-02-21,SCAN,WPP ScanGroup Plc,https://live.mystocks.co.ke/stock=SCAN,6.2,6.3,6.3,6.3,0,0.00%,60300,
01-02-21,ARM,ARM Cement Plc,https://live.mystocks.co.ke/stock=ARM,5.55,5.55,5.55,5.55,0,0.00%,-,
01-02-21,BAMB,Bamburi Cement Ltd,https://live.mystocks.co.ke/stock=BAMB,41.15,44,41.95,42.05,-0.1,-0.24%,45300,
01-02-21,CRWN,Crown Paints Kenya Plc,https://live.mystocks.co.ke/stock=CRWN,40,40,40,40,0,0.00%,1000,
01-02-21,CABL,East African Cables Ltd,https://live.mystocks.co.ke/stock=CABL,1.39,1.5,1.39,1.4,-0.01,-0.71%,74300,
01-02-21,PORT,East African Portland Cement Ltd,https://live.mystocks.co.ke/stock=PORT,10.2,10.2,10.2,10.2,0,0.00%,-,
01-02-21,KEGN,Kenya Electricity Generating Company Plc,https://live.mystocks.co.ke/stock=KEGN,5.02,5.3,5.14,5.18,-0.04,-0.77%,354700,
01-02-21,KPLC-P4,KPLC-P4,https://live.mystocks.co.ke/stock=KPLC-P4,5,5,5,5,0,0.00%,-,
01-02-21,KPLC-P7,KPLC-P7,https://live.mystocks.co.ke/stock=KPLC-P7,6,6,6,6,0,0.00%,-,
01-02-21,KPLC,Kenya Power and Lighting Company Plc,https://live.mystocks.co.ke/stock=KPLC,1.5,1.64,1.61,1.5,0.11,7.33%,290700,
01-02-21,TOTL,Total Kenya Ltd,https://live.mystocks.co.ke/stock=TOTL,23.5,25,23.6,23.8,-0.2,-0.84%,2000,
01-02-21,UMME,Umeme Ltd,https://live.mystocks.co.ke/stock=UMME,6.82,7.08,6.96,6.66,0.3,4.50%,200,
01-02-21,BRIT,Britam Holdings Plc,https://live.mystocks.co.ke/stock=BRIT,7.3,7.54,7.5,7.46,0.04,0.54%,89100,
01-02-21,CIC,CIC Insurance Group Ltd,https://live.mystocks.co.ke/stock=CIC,2.1,2.15,2.1,2.07,0.03,1.45%,30800,
01-02-21,JUB,Jubilee Holdings Ltd,https://live.mystocks.co.ke/stock=JUB,279.75,279.75,279.75,280,-0.25,-0.09%,1000,
01-02-21,KNRE,Kenya Re-Insurance Corporation Ltd,https://live.mystocks.co.ke/stock=KNRE,2.4,2.5,2.46,2.47,-0.01,-0.40%,225800,
01-02-21,LBTY,Liberty Kenya Holdings Ltd,https://live.mystocks.co.ke/stock=LBTY,7.5,7.5,7.5,7.5,0,0.00%,1000,
01-02-21,SLAM,Sanlam Kenya Plc,https://live.mystocks.co.ke/stock=SLAM,12,13,12.6,13,-0.4,-3.08%,600,
01-02-21,CTUM,Centum Investment Company Plc,https://live.mystocks.co.ke/stock=CTUM,16.65,17.15,16.9,17.05,-0.15,-0.88%,20700,
01-02-21,HAFR,Home Afrika Ltd,https://live.mystocks.co.ke/stock=HAFR,0.33,0.39,0.36,0.36,0,0.00%,160100,
01-02-21,KURV,Kurwitu Ventures Ltd,https://live.mystocks.co.ke/stock=KURV,1500,1500,1500,1500,0,0.00%,-,
01-02-21,OCH,Olympia Capital Holdings Ltd,https://live.mystocks.co.ke/stock=OCH,2.2,2.2,2.2,2.4,-0.2,-8.33%,5000,
01-02-21,TCL,Trans-Century Plc,https://live.mystocks.co.ke/stock=TCL,1.34,1.34,1.34,1.39,-0.05,-3.60%,200,
01-02-21,NSE,Nairobi Securities Exchange Plc,https://live.mystocks.co.ke/stock=NSE,8.4,8.5,8.4,8.44,-0.04,-0.47%,7800,
01-02-21,BOC,BOC Kenya Plc,https://live.mystocks.co.ke/stock=BOC,58,58,58,58,0,0.00%,-,
01-02-21,BAT,British American Tobacco Kenya Plc,https://live.mystocks.co.ke/stock=BAT,406,408.5,408.5,406.25,2.25,0.55%,39800,
01-02-21,CARB,Carbacid Investments Plc,https://live.mystocks.co.ke/stock=CARB,11.7,12,11.75,12,-0.25,-2.08%,60700,
01-02-21,EABL,East African Breweries Ltd,https://live.mystocks.co.ke/stock=EABL,150,155.75,152.25,149.75,2.5,1.67%,21200,
01-02-21,FTGH,Flame Tree Group Holdings Ltd,https://live.mystocks.co.ke/stock=FTGH,1.28,1.28,1.28,1.28,0,0.00%,-,
01-02-21,ORCH,Kenya Orchards Ltd,https://live.mystocks.co.ke/stock=ORCH,10.4,10.4,10.4,10.4,0,0.00%,-,
01-02-21,UNGA,Unga Group Ltd,https://live.mystocks.co.ke/stock=UNGA,29.5,32,31.15,32,-0.85,-2.66%,300,
01-02-21,SCOM,Safaricom Plc,https://live.mystocks.co.ke/stock=SCOM,34.95,35.85,35.15,35.85,-0.7,-1.95%,10614000,
01-02-21,FAHR,Stanlib Fahari Income-REIT,https://live.mystocks.co.ke/stock=FAHR,6.1,6.82,6.2,6.2,0,0.00%,12500,
01-02-21,GLD,ABSA NewGold ETF,https://live.mystocks.co.ke/stock=GLD,1975,1975,1975,1975,0,0.00%,-,
01-02-21,^FNK15,FTSE NSE Kenya 15 Index,https://live.mystocks.co.ke/stock=%255EFNK15,175.87,178.38,176.54,176.68,-0.14,-0.08%,-,
01-02-21,^FNK25,FTSE NSE Kenya 25 Index,https://live.mystocks.co.ke/stock=%255EFNK25,198.12,201.29,198.51,200.26,-1.75,-0.87%,-,
01-02-21,^N20I,NSE 20-Share Index,https://live.mystocks.co.ke/stock=%255EN20I,1874.96,1874.96,1874.96,1881.91,-6.95,-0.37%,-,
01-02-21,^N25I,NSE 25-Share Index,https://live.mystocks.co.ke/stock=%255EN25I,3412.05,3412.05,3412.05,3434.52,-22.47,-0.65%,-,
01-02-21,^NASI,NSE All-Share Index,https://live.mystocks.co.ke/stock=%255ENASI,153.78,153.78,153.78,155.59,-1.81,-1.16%,-,
01-02-21,^ZKEQTK,Zamara Kenya Equity Index (KES),https://live.mystocks.co.ke/stock=%255EZKEQTK,1768.03,1768.03,1768.03,1772.28,-4.25,-0.24%,-,
01-02-21,^ZKEQTU,Zamara Kenya Equity Index (USD),https://live.mystocks.co.ke/stock=%255EZKEQTU,1382,1382,1382,1385.33,-3.33,-0.24%,-,
02-02-21,EGAD,Eaagads Ltd,https://live.mystocks.co.ke/stock=EGAD,13.85,13.85,13.85,13.85,0,0.00%,-,
02-02-21,KUKZ,Kakuzi Plc,https://live.mystocks.co.ke/stock=KUKZ,365,365,365,365,0,0.00%,-,
02-02-21,KAPC,Kapchorua Tea Kenya Plc,https://live.mystocks.co.ke/stock=KAPC,78,78,78,78,0,0.00%,300,
02-02-21,LIMT,Limuru Tea Plc,https://live.mystocks.co.ke/stock=LIMT,360,360,360,360,0,0.00%,-,
02-02-21,SASN,Sasini Plc,https://live.mystocks.co.ke/stock=SASN,16.5,17,16.65,17,-0.35,-2.06%,2500,
02-02-21,WTK,Williamson Tea Kenya Plc,https://live.mystocks.co.ke/stock=WTK,134,136.75,136.25,135.75,0.5,0.37%,1200,
